task_description,task_category,task_required_skill,employer_id,employer_skill,match,required_skills_list,employer_skills_list
"this tsk involves developing mobile development pp skills needed kotlin,jv,flutter,rect ntive",mobile development,"kotlin,jv,flutter,ract nativ",20f87236-0c67-83ca-d636-89498ef4ef8d,"c,python,penetration testing,unreal engine,cicd",0,"['kotlin', 'jv', 'flutter', 'ract nativ']","['c', 'python', 'penetration testing', 'unreal engine', 'cicd']"
"this task involves designing a web development app skills needed html,javascript,react,css",web development,"html,javascript,react,css",175b20c4-0bdd-2675-75d2-3e7226374dfd,"cicd,numpy,javascript,sql",0,"['html', 'javascript', 'react', 'css']","['cicd', 'numpy', 'javascript', 'sql']"
"this tsk involves designing dt science pp skills needed sql,scikitlern,pandas,python",data science,"sql,scikitlearn,pandas,python",2d67134e-6be9-6aca-bfc7-bdfb29e9aabe,"aws,kubrnts,swift,blndr,numpy",0,"['sql', 'scikitlearn', 'pandas', 'python']","['aws', 'kubrnts', 'swift', 'blndr', 'numpy']"
"this task involves testing a mobile development app skills needed java,swift,flutter",mobile development,"java,swift,fluttr",b0192be8-7b71-b907-6f66-1b7f74c5443e,"swift,c,flutter,css,html",1,"['java', 'swift', 'fluttr']","['swift', 'c', 'flutter', 'css', 'html']"
"this task involves designing a web development app skills needed jvscript,rect,css,nodejs",web development,"jvscript,rect,css,nodjs",b3ae399c-226f-803a-e0a1-b4f5ab337f6b,"kotlin,nodjs,swift",0,"['jvscript', 'rect', 'css', 'nodjs']","['kotlin', 'nodjs', 'swift']"
"this task involves improving a cybersecurity app skills needed penetration testing,firewalls,encryption,networking",cybersecurity,"penetration testing,firewalls,encryption,ntworking",9cfb8601-4503-21ed-475c-3b2eda7ffcbe,"penetrtion testing,javascript,flutter",0,"['penetration testing', 'firewalls', 'encryption', 'ntworking']","['penetrtion testing', 'javascript', 'flutter']"
"this task involves designing a cybersecurity app skills needed networking,siem,penetrtion testing",cybersecurity,"networking,siem,pntrtion tsting",d3d61f81-5dfb-bea7-2135-137cdf3cd21c,"unreal engine,ract,unity",0,"['networking', 'siem', 'pntrtion tsting']","['unreal engine', 'ract', 'unity']"
"this tsk involves testing web development pp skills needed jvscript,html",web development,"javascript,html",ff5ef950-4b2e-1a63-fa32-36f1f8aed362,"kubernetes,python,flutter,unity,ract nativ",0,"['javascript', 'html']","['kubernetes', 'python', 'flutter', 'unity', 'ract nativ']"
"this task involves designing a data science app skills needed python,numpy,pnds",data science,"python,numpy,pnds",d170e8cb-bf62-da8f-2d89-6dd2af58f34d,"scikitlearn,c,unreal engine",0,"['python', 'numpy', 'pnds']","['scikitlearn', 'c', 'unreal engine']"
"this task involves developing a game development app skills needed blender,unity,c",game development,"blender,unity,c",f64a3fcf-bf49-1b7e-4f12-db82a8d4f839,"nodejs,c,firewlls",0,"['blender', 'unity', 'c']","['nodejs', 'c', 'firewlls']"
"this task involves testing a mobile development app skills needed rect ntive,kotlin,flutter",mobile development,"rect ntive,kotlin,flutter",5fe00c94-b279-78e2-8d44-d3d1223e7be9,"unral engin,html,c,jvscript",0,"['rect ntive', 'kotlin', 'flutter']","['unral engin', 'html', 'c', 'jvscript']"
"this task involves developing a mobile development app skills needed flutter,java,swift",mobile development,"fluttr,java,swift",51e0d2a7-1bd7-d1da-1cb7-3029af6aaa28,"firwalls,numpy,docker,flutter",0,"['fluttr', 'java', 'swift']","['firwalls', 'numpy', 'docker', 'flutter']"
"this task involves testing a cybersecurity app skills needed penetration testing,siem",cybersecurity,"penetration testing,siem",51267fdb-26d2-cb4b-c44b-f735b6d36eba,"kubrnts,pandas,css,blender,scikitlearn",0,"['penetration testing', 'siem']","['kubrnts', 'pandas', 'css', 'blender', 'scikitlearn']"
"this task involves designing a mobile development app skills needed java,kotlin",mobile development,"java,kotlin",69654d8e-dbd0-b2c7-156f-7938e0629456,"cicd,flutter,encryption,nodjs,java",0,"['java', 'kotlin']","['cicd', 'flutter', 'encryption', 'nodjs', 'java']"
"this task involves testing a mobile development app skills needed kotlin,swift,react native",mobile development,"kotlin,swift,react native",68f8ed31-f368-282b-a5c8-f56ae9906709,"dockr,c,python,unity",0,"['kotlin', 'swift', 'react native']","['dockr', 'c', 'python', 'unity']"
"this task involves designing a mobile development app skills needed java,flutter",mobile development,"java,flutter",a960cd87-6edd-ff6b-edea-06f323bd41df,"scikitlearn,blender,numpy,c,docker",0,"['java', 'flutter']","['scikitlearn', 'blender', 'numpy', 'c', 'docker']"
"this task involves designing a devops app skills needed kubernetes,docker,aws",devops,"kubrnts,docker,aws",949b933c-566a-220f-665b-cbfb64007400,"scikitlern,kubrnts,numpy",0,"['kubrnts', 'docker', 'aws']","['scikitlern', 'kubrnts', 'numpy']"
"this tsk involves testing gme development pp skills needed unreal engine,blender,c,c",game development,"unreal engine,blender,c,c",b8771bdc-0c4d-c60a-56ca-a23e7220f077,"encryption,css,cicd",0,"['unreal engine', 'blender', 'c', 'c']","['encryption', 'css', 'cicd']"
"this task involves testing a devops app skills needed terraform,docker",devops,"trraform,docker",67683f08-6443-b36d-0ee2-edaee03ad30b,"sql,blndr,scikitlarn",0,"['trraform', 'docker']","['sql', 'blndr', 'scikitlarn']"
"this task involves developing a game development app skills needed c,unreal engine,unity,c",game development,"c,unreal engine,unity,c",6ddfdc42-cfe8-36bc-13c7-d80f357d032f,"terrform,kotlin,c,java,html",0,"['c', 'unreal engine', 'unity', 'c']","['terrform', 'kotlin', 'c', 'java', 'html']"
"this tsk involves developing cybersecurity pp skills needed encryption,firewalls",cybersecurity,"encryption,firwalls",4d5268d5-801c-9f58-6668-f431edf68d6b,"ntworking,dockr,c,kubrnts",0,"['encryption', 'firwalls']","['ntworking', 'dockr', 'c', 'kubrnts']"
"this task involves testing a cybersecurity app skills needed networking,siem",cybersecurity,"ntworking,siem",e99565a5-78af-19e2-784a-34c8627c39c5,"rect ntive,penetration testing,jvscript,docker,c",0,"['ntworking', 'siem']","['rect ntive', 'penetration testing', 'jvscript', 'docker', 'c']"
"this task involves improving a data science app skills needed numpy,sql,pandas,scikitlearn",data science,"numpy,sql,pandas,scikitlearn",7e118f94-f618-e27b-a221-f2cc6d2320f8,"firewalls,unity,c,trraform,encryption",0,"['numpy', 'sql', 'pandas', 'scikitlearn']","['firewalls', 'unity', 'c', 'trraform', 'encryption']"
"this task involves developing a data science app skills needed pandas,python,scikitlern,numpy",data science,"pandas,python,scikitlern,numpy",df0afba5-f4a6-aafb-dfc3-ad21f37bb44d,"networking,swift,react,javascript,css",0,"['pandas', 'python', 'scikitlern', 'numpy']","['networking', 'swift', 'react', 'javascript', 'css']"
"this tsk involves improving mobile development pp skills needed swift,flutter",mobile development,"swift,flutter",a5ce9d3d-f6a5-7a62-c247-f83d5200b3e9,"unrel engine,javascript,ws",0,"['swift', 'flutter']","['unrel engine', 'javascript', 'ws']"
"this tsk involves testing web development pp skills needed nodejs,jvscript",web development,"nodjs,jvscript",4bc92f8a-c2f4-568a-16e4-06cce3482a3d,"encryption,html,numpy,terraform,css",0,"['nodjs', 'jvscript']","['encryption', 'html', 'numpy', 'terraform', 'css']"
"this tsk involves testing devops pp skills needed ws,terrform,docker",devops,"ws,trrform,docker",7b3e0afb-3097-af2c-e3f9-9c94b7beedf3,"scikitlarn,jv,aws,kotlin,c",0,"['ws', 'trrform', 'docker']","['scikitlarn', 'jv', 'aws', 'kotlin', 'c']"
"this task involves designing a cybersecurity app skills needed penetrtion testing,encryption,siem",cybersecurity,"penetrtion testing,encryption,siem",6b671b2a-6e8b-a455-0a2b-14dc42280bd6,"unrel engine,c,dockr",0,"['penetrtion testing', 'encryption', 'siem']","['unrel engine', 'c', 'dockr']"
"this task involves designing a devops app skills needed docker,kubernetes",devops,"docker,kubernetes",62a3a21a-dd14-3051-11cf-3c3d3a456607,"ract,unity,encryption,scikitlrn",0,"['docker', 'kubernetes']","['ract', 'unity', 'encryption', 'scikitlrn']"
"this task involves designing a game development app skills needed c,c,unity",game development,"c,c,unity",b296d085-6968-b915-a269-85bdd1b0b86a,"pntration tsting,jvscript,siem",0,"['c', 'c', 'unity']","['pntration tsting', 'jvscript', 'siem']"
"this task involves designing a data science app skills needed pnds,sql,python",dt science,"pnds,sql,python",0fc3ab31-e956-772e-872b-359478b1a25e,"rect,html,flutter,kotlin",0,"['pnds', 'sql', 'python']","['rect', 'html', 'flutter', 'kotlin']"
"this task involves developing a data science app skills needed scikitlearn,python",dt science,"scikitlearn,python",ebe9f5bc-0103-8368-a4af-c5048cda27f8,"kubrnts,encryption,blender,unreal engine",0,"['scikitlearn', 'python']","['kubrnts', 'encryption', 'blender', 'unreal engine']"
"this task involves designing a cybersecurity app skills needed firewalls,penetration testing,networking",cybersecurity,"firewalls,pntration tsting,networking",24ea2f45-43d6-aad1-82a8-d08a59b71238,"pntration tsting,docker,html,unrl engin",0,"['firewalls', 'pntration tsting', 'networking']","['pntration tsting', 'docker', 'html', 'unrl engin']"
"this task involves improving a mobile development app skills needed flutter,jv,swift,react native",mobile development,"flutter,jv,swift,react native",6ee9917c-06e4-ec99-ea96-6e4c8c979ce6,"dockr,penetration testing,kubernetes",0,"['flutter', 'jv', 'swift', 'react native']","['dockr', 'penetration testing', 'kubernetes']"
"this tsk involves developing dt science pp skills needed numpy,python,scikitlearn",data science,"numpy,python,scikitlearn",535af6fa-7b09-3159-1ee0-efa67771deee,"html,react native,java,numpy",0,"['numpy', 'python', 'scikitlearn']","['html', 'react native', 'java', 'numpy']"
"this task involves testing a cybersecurity app skills needed siem,encryption",cybersecurity,"siem,encryption",f3a5b359-831e-27ae-3618-9dc5dcdf5f2f,"ract,penetration testing,css,react native",0,"['siem', 'encryption']","['ract', 'penetration testing', 'css', 'react native']"
"this task involves improving a devops app skills needed aws,kubernetes,docker,cicd",devops,"aws,kubrnts,docker,cicd",11a6e6c2-52ec-a2dd-7062-a857350112f3,"nodejs,rect,encryption",0,"['aws', 'kubrnts', 'docker', 'cicd']","['nodejs', 'rect', 'encryption']"
"this task involves designing a devops app skills needed docker,terraform,kubernetes",devops,"dockr,terraform,kubernetes",a52571a1-210e-941c-3955-06b4b5e5868b,"kotlin,react,html",0,"['dockr', 'terraform', 'kubernetes']","['kotlin', 'react', 'html']"
"this task involves developing a cybersecurity app skills needed encryption,firewalls",cybersecurity,"encryption,firwalls",d3639ae7-824f-f2f6-3d4e-ae6d60a0762e,"flutter,pntration tsting,trrform,javascript,java",0,"['encryption', 'firwalls']","['flutter', 'pntration tsting', 'trrform', 'javascript', 'java']"
"this task involves designing a mobile development app skills needed kotlin,react native,java",mobile development,"kotlin,ract nativ,java",805b799c-2ce7-82f5-75c2-d61feee474fc,"encryption,networking,scikitlearn",0,"['kotlin', 'ract nativ', 'java']","['encryption', 'networking', 'scikitlearn']"
"this task involves developing a cybersecurity app skills needed firewlls,penetration testing,networking,siem",cybersecurity,"firwlls,pntration tsting,networking,siem",6a33c4e7-82a8-a069-00ae-32da936a5822,"unity,nodjs,numpy",0,"['firwlls', 'pntration tsting', 'networking', 'siem']","['unity', 'nodjs', 'numpy']"
"this task involves testing a devops app skills needed terrform,aws,cicd",devops,"trrform,aws,cicd",180811d6-001c-32df-0c0a-498cc9c0c20a,"unreal engine,sql,numpy,nodejs",0,"['trrform', 'aws', 'cicd']","['unreal engine', 'sql', 'numpy', 'nodejs']"
"this task involves designing a mobile development app skills needed swift,react native,java",mobile development,"swift,ract nativ,java",9964882b-4b51-ff1e-0bad-e1e11a7265b3,"cicd,siem,c",0,"['swift', 'ract nativ', 'java']","['cicd', 'siem', 'c']"
"this task involves developing a web development app skills needed rect,javascript,css,html",web development,"rect,javascript,css,html",80115f7f-d2dc-1171-2b2d-8876c1e8ed46,"kotlin,sql,cicd,c",0,"['rect', 'javascript', 'css', 'html']","['kotlin', 'sql', 'cicd', 'c']"
"this task involves designing a game development app skills needed unrel engine,blender,unity",gme development,"unrel engine,blender,unity",d0d3df49-6dbe-7d4e-54f2-9867187ae49a,"firewlls,c,html,blndr,unreal engine",1,"['unrel engine', 'blender', 'unity']","['firewlls', 'c', 'html', 'blndr', 'unreal engine']"
"this tsk involves designing web development pp skills needed nodejs,css,rect,jvscript",web development,"nodjs,css,rect,javascript",228ed725-5b35-23f2-0db7-f86aa359c8f6,"python,html,encryption",0,"['nodjs', 'css', 'rect', 'javascript']","['python', 'html', 'encryption']"
"this tsk involves designing cybersecurity pp skills needed networking,encryption",cybersecurity,"networking,encryption",dbc76219-f3c7-867f-3560-165c1c097e9b,"cicd,dockr,unreal engine",0,"['networking', 'encryption']","['cicd', 'dockr', 'unreal engine']"
"this task involves designing a web development app skills needed nodejs,jvscript,css,html",web development,"nodejs,jvscript,css,html",d593e439-fa78-55b7-e00e-326bb80bf4b9,"nodejs,swift,react native,siem",0,"['nodejs', 'jvscript', 'css', 'html']","['nodejs', 'swift', 'react native', 'siem']"
"this tsk involves improving web development pp skills needed nodejs,css,jvscript,rect",web development,"nodejs,css,javascript,react",540c659e-946a-7118-ceaf-3b49f5e7f2f8,"css,scikitlern,flutter",0,"['nodejs', 'css', 'javascript', 'react']","['css', 'scikitlern', 'flutter']"
"this task involves improving a game development app skills needed c,c,blender,unity",gme development,"c,c,blender,unity",b03bdbc9-e78b-7708-52c3-e29427048528,"c,react,react native",0,"['c', 'c', 'blender', 'unity']","['c', 'react', 'react native']"
"this task involves improving a devops app skills needed terraform,docker",devops,"trraform,docker",a6d6b84a-3a8a-43ca-a858-de24be66e696,"trrform,unreal engine,swift,siem",0,"['trraform', 'docker']","['trrform', 'unreal engine', 'swift', 'siem']"
"this task involves testing a mobile development app skills needed flutter,rect ntive,java",mobile development,"flutter,rect ntive,java",e592d110-a9cd-8e55-7e0e-ba1d8ba73da5,"kotlin,unreal engine,cicd,blender,react native",0,"['flutter', 'rect ntive', 'java']","['kotlin', 'unreal engine', 'cicd', 'blender', 'react native']"
"this tsk involves testing cybersecurity pp skills needed encryption,firewalls,networking",cybersecurity,"encryption,firwalls,networking",c1dcfa21-f703-1a30-ec7d-218b57a85255,"python,pandas,html",0,"['encryption', 'firwalls', 'networking']","['python', 'pandas', 'html']"
"this tsk involves improving web development pp skills needed css,rect,html",web development,"css,ract,html",06073305-f1fc-ed32-7ee3-049b3a8b6373,"blndr,pnds,unity,c",0,"['css', 'ract', 'html']","['blndr', 'pnds', 'unity', 'c']"
"this task involves designing a data science app skills needed scikitlearn,python,pandas,numpy",data science,"scikitlarn,python,pandas,numpy",0de2b40b-fc26-e402-950d-2b1e829f051c,"unral engin,swift,numpy,unity",0,"['scikitlarn', 'python', 'pandas', 'numpy']","['unral engin', 'swift', 'numpy', 'unity']"
"this task involves improving a data science app skills needed numpy,pandas,scikitlern,sql",dt science,"numpy,pandas,scikitlern,sql",a9844e73-f30b-4542-33d6-65650ec17cc1,"unrel engine,rect ntive,terraform,scikitlarn",0,"['numpy', 'pandas', 'scikitlern', 'sql']","['unrel engine', 'rect ntive', 'terraform', 'scikitlarn']"
"this task involves testing a game development app skills needed c,blender",gme development,"c,blender",c93508ee-565e-04cd-488a-eefd5510acdb,"firewalls,numpy,sql,ntworking",0,"['c', 'blender']","['firewalls', 'numpy', 'sql', 'ntworking']"
"this task involves improving a devops app skills needed terrform,cicd",devops,"trrform,cicd",3db47977-055e-be63-3b6c-f9dc66224ba4,"firewalls,jvscript,kotlin",0,"['trrform', 'cicd']","['firewalls', 'jvscript', 'kotlin']"
"this task involves developing a game development app skills needed c,unrel engine,unity",game development,"c,unrel engine,unity",6ae8802a-511a-e257-981a-41b2ba1c4f5b,"html,java,kubernetes",0,"['c', 'unrel engine', 'unity']","['html', 'java', 'kubernetes']"
"this task involves testing a data science app skills needed scikitlearn,sql,pandas,python",data science,"scikitlearn,sql,pandas,python",855d118b-dd2f-7097-c6fe-3b6e2c546fa1,"siem,javascript,terraform,rct ntiv",0,"['scikitlearn', 'sql', 'pandas', 'python']","['siem', 'javascript', 'terraform', 'rct ntiv']"
"this task involves designing a game development app skills needed unity,c,unreal engine,c",game development,"unity,c,unreal engine,c",4374515a-bbbe-f287-4497-14b2d1d96473,"cicd,unral engin,siem",0,"['unity', 'c', 'unreal engine', 'c']","['cicd', 'unral engin', 'siem']"
"this task involves designing a data science app skills needed scikitlearn,sql",data science,"scikitlarn,sql",916e7b76-a53d-37b1-6f33-24e768f8bd4c,"ract nativ,networking,css,terraform",0,"['scikitlarn', 'sql']","['ract nativ', 'networking', 'css', 'terraform']"
"this task involves testing a game development app skills needed c,unrel engine",gme development,"c,unrel engine",cc725e1e-3274-b37a-4faa-c476956db825,"pnds,firwalls,rect",0,"['c', 'unrel engine']","['pnds', 'firwalls', 'rect']"
"this tsk involves testing cybersecurity pp skills needed encryption,siem,networking",cybersecurity,"encryption,siem,networking",8718d4f0-bf41-52ed-7ada-c0727e155e1d,"firwalls,c,react native",0,"['encryption', 'siem', 'networking']","['firwalls', 'c', 'react native']"
"this task involves testing a devops app skills needed docker,kubernetes,terraform,aws",devops,"dockr,kubernetes,trraform,aws",dc106dc0-c109-716b-f9db-7ab3199c238e,"encryption,cicd,trrform,numpy,kubernetes",1,"['dockr', 'kubernetes', 'trraform', 'aws']","['encryption', 'cicd', 'trrform', 'numpy', 'kubernetes']"
"this task involves improving a game development app skills needed c,blender",game development,"c,blender",bafdb8a9-4a2a-d338-a021-405a9b986e23,"unreal engine,cicd,ws",0,"['c', 'blender']","['unreal engine', 'cicd', 'ws']"
"this tsk involves improving cybersecurity pp skills needed firewlls,networking,encryption",cybersecurity,"firwalls,networking,encryption",3bbcba1e-d56e-7a44-76fc-e9de58603b8a,"javascript,kotlin,rct ntiv",0,"['firwalls', 'networking', 'encryption']","['javascript', 'kotlin', 'rct ntiv']"
"this task involves improving a cybersecurity app skills needed encryption,firewlls,penetration testing,networking",cybersecurity,"encryption,firewlls,penetration testing,ntworking",73dfc4cf-dcb7-9ec8-99ae-c11f2d7cfb9c,"dockr,penetration testing,cicd,ws",0,"['encryption', 'firewlls', 'penetration testing', 'ntworking']","['dockr', 'penetration testing', 'cicd', 'ws']"
"this task involves designing a devops app skills needed docker,kubernetes,aws,cicd",devops,"docker,kubernetes,aws,cicd",3ad56d53-b55d-7853-1d99-e309389704f2,"sql,trraform,c,ract nativ,unreal engine",0,"['docker', 'kubernetes', 'aws', 'cicd']","['sql', 'trraform', 'c', 'ract nativ', 'unreal engine']"
"this task involves testing a web development app skills needed javascript,react,nodejs",web development,"javascript,react,nodejs",73b8d6cf-2bb5-731d-dd67-b50e1d78c707,"cicd,numpy,python,nodejs",0,"['javascript', 'react', 'nodejs']","['cicd', 'numpy', 'python', 'nodejs']"
"this tsk involves designing web development pp skills needed nodejs,html,css,rect",web development,"nodejs,html,css,rct",abb94cce-aba0-02aa-31e6-3575bd6fdd51,"encryption,html,siem",0,"['nodejs', 'html', 'css', 'rct']","['encryption', 'html', 'siem']"
"this task involves developing a cybersecurity app skills needed penetration testing,siem,networking",cybersecurity,"penetration testing,siem,ntworking",9369bc0c-058f-94e5-6865-1b08ae0e6c37,"unity,firewalls,python,blender",0,"['penetration testing', 'siem', 'ntworking']","['unity', 'firewalls', 'python', 'blender']"
"this task involves designing a data science app skills needed scikitlearn,pnds",data science,"scikitlearn,pnds",41df0b65-aee4-5a1c-ce29-9caf1f05b783,"python,siem,c,blender",0,"['scikitlearn', 'pnds']","['python', 'siem', 'c', 'blender']"
"this task involves improving a data science app skills needed pandas,python,scikitlearn,numpy",data science,"pandas,python,scikitlearn,numpy",0ccf1840-44d8-1c1b-dfb1-2f0731e11414,"penetration testing,swift,c,networking",0,"['pandas', 'python', 'scikitlearn', 'numpy']","['penetration testing', 'swift', 'c', 'networking']"
"this tsk involves testing mobile development pp skills needed swift,rect ntive,jv",mobile development,"swift,rect ntive,java",28236097-5dbd-8be0-2435-3b8d8047fce8,"trrform,nodejs,pntrtion tsting,sql,firewalls",0,"['swift', 'rect ntive', 'java']","['trrform', 'nodejs', 'pntrtion tsting', 'sql', 'firewalls']"
"this tsk involves improving cybersecurity pp skills needed firewalls,networking,penetrtion testing,siem",cybersecurity,"firwalls,networking,penetration testing,siem",29ddf633-4f5d-26ee-772b-a1abd35d7d9e,"aws,unreal engine,html",0,"['firwalls', 'networking', 'penetration testing', 'siem']","['aws', 'unreal engine', 'html']"
"this task involves designing a game development app skills needed c,unrel engine,unity,blender",gme development,"c,unrel engine,unity,blender",14365fa2-2e2c-2344-9056-c7cbf42b1d51,"pandas,python,numpy,pntration tsting,kotlin",0,"['c', 'unrel engine', 'unity', 'blender']","['pandas', 'python', 'numpy', 'pntration tsting', 'kotlin']"
"this task involves developing a data science app skills needed pandas,scikitlearn,python,sql",data science,"pandas,scikitlearn,python,sql",82157702-fc2a-9993-9245-3f702e7c29a1,"scikitlearn,siem,cicd,sql",1,"['pandas', 'scikitlearn', 'python', 'sql']","['scikitlearn', 'siem', 'cicd', 'sql']"
"this tsk involves testing web development pp skills needed nodejs,html",web development,"nodejs,html",63682217-4523-f7d8-e71e-df6ca748b4e5,"rct ntiv,html,ws",0,"['nodejs', 'html']","['rct ntiv', 'html', 'ws']"
"this task involves improving a web development app skills needed rect,css,html",web development,"rect,css,html",ffdf33f8-47f0-d67a-f60f-26acd08f717c,"sql,fluttr,jv,blender",0,"['rect', 'css', 'html']","['sql', 'fluttr', 'jv', 'blender']"
"this task involves testing a cybersecurity app skills needed siem,penetrtion testing,networking,firewalls",cybersecurity,"siem,penetrtion testing,networking,firewalls",cad46ff6-8011-e068-935c-2f1c465c190e,"pntrtion tsting,pandas,trraform,sql",0,"['siem', 'penetrtion testing', 'networking', 'firewalls']","['pntrtion tsting', 'pandas', 'trraform', 'sql']"
"this tsk involves testing web development pp skills needed css,html,jvscript",web development,"css,html,javascript",17c8a9cf-c2bc-da93-e685-db3f7f40bafb,"networking,encryption,rect ntive,pntration tsting,html",0,"['css', 'html', 'javascript']","['networking', 'encryption', 'rect ntive', 'pntration tsting', 'html']"
"this tsk involves testing dt science pp skills needed sql,scikitlearn,pandas,numpy",dt science,"sql,scikitlearn,pandas,numpy",a3b3e2c8-cb9c-3e63-e20b-6e70e8dae6d1,"ws,terrform,kubernetes,unreal engine,numpy",0,"['sql', 'scikitlearn', 'pandas', 'numpy']","['ws', 'terrform', 'kubernetes', 'unreal engine', 'numpy']"
"this task involves designing a data science app skills needed sql,python,numpy,scikitlearn",dt science,"sql,python,numpy,scikitlarn",f83c0d67-15e0-b47f-ff2b-914c3858f54e,"unity,unreal engine,kotlin,penetration testing",0,"['sql', 'python', 'numpy', 'scikitlarn']","['unity', 'unreal engine', 'kotlin', 'penetration testing']"
"this tsk involves designing dt science pp skills needed pnds,sql,python,scikitlern",dt science,"pnds,sql,python,scikitlarn",dee9c4d0-fca8-a79c-935e-ac18b9ea9ec3,"sql,jv,react,unity",0,"['pnds', 'sql', 'python', 'scikitlarn']","['sql', 'jv', 'react', 'unity']"
"this task involves testing a web development app skills needed html,javascript,react",web development,"html,javascript,react",3ef74491-96c1-3086-1321-ef5625811a60,"siem,html,rct,kotlin,swift",1,"['html', 'javascript', 'react']","['siem', 'html', 'rct', 'kotlin', 'swift']"
"this task involves developing a game development app skills needed unity,blender,c",gme development,"unity,blender,c",b638431f-3a9b-34f6-41d0-c3f5a2da56f7,"blndr,css,swift",0,"['unity', 'blender', 'c']","['blndr', 'css', 'swift']"
"this task involves improving a cybersecurity app skills needed networking,siem,firewalls",cybersecurity,"networking,siem,firwalls",36d8a5ff-5b25-731b-5ba0-cf2b6da56aa6,"react native,html,kubrnts,flutter",0,"['networking', 'siem', 'firwalls']","['react native', 'html', 'kubrnts', 'flutter']"
"this task involves testing a devops app skills needed docker,kubernetes,ws,cicd",devops,"dockr,kubrnts,ws,cicd",43d8d642-15c9-aa6f-6b3e-da398911a2e8,"pandas,ntworking,react native,kubernetes",0,"['dockr', 'kubrnts', 'ws', 'cicd']","['pandas', 'ntworking', 'react native', 'kubernetes']"
"this tsk involves developing dt science pp skills needed sql,numpy,python",data science,"sql,numpy,python",c60a5bb5-f659-aa40-67c4-85db165ddfea,"siem,unity,css,nodejs,dockr",0,"['sql', 'numpy', 'python']","['siem', 'unity', 'css', 'nodejs', 'dockr']"
"this tsk involves testing cybersecurity pp skills needed encryption,networking,siem,penetrtion testing",cybersecurity,"encryption,networking,siem,pntration tsting",589fc44c-228e-2cff-f46f-8b1f4a202971,"networking,c,blender",0,"['encryption', 'networking', 'siem', 'pntration tsting']","['networking', 'c', 'blender']"
"this task involves designing a devops app skills needed docker,cicd,aws,terrform",devops,"docker,cicd,aws,terrform",c369c507-a947-ae57-d45a-6f0eae33e4c3,"ntworking,css,javascript",0,"['docker', 'cicd', 'aws', 'terrform']","['ntworking', 'css', 'javascript']"
"this task involves designing a game development app skills needed blender,c,unity,c",game development,"blender,c,unity,c",4fa75abd-6c56-8df7-7f10-e05577f4081f,"encryption,firewalls,react native,fluttr,html",0,"['blender', 'c', 'unity', 'c']","['encryption', 'firewalls', 'react native', 'fluttr', 'html']"
"this task involves designing a web development app skills needed jvscript,css",web development,"jvscript,css",9a4cc4b6-0db4-63ee-0318-2ea4d825b5cc,"kotlin,swift,python,terraform",0,"['jvscript', 'css']","['kotlin', 'swift', 'python', 'terraform']"
"this tsk involves improving devops pp skills needed kubernetes,docker,ws,terrform",devops,"kubernetes,docker,aws,terraform",d0eb64b8-bf17-1929-0e56-d24f6738d239,"javascript,css,firewalls",0,"['kubernetes', 'docker', 'aws', 'terraform']","['javascript', 'css', 'firewalls']"
"this task involves testing a game development app skills needed unreal engine,c,c",game development,"unral engin,c,c",ecfb6d4c-868d-51ff-e3a8-8a0f1bcdc6a8,"penetration testing,numpy,nodejs",0,"['unral engin', 'c', 'c']","['penetration testing', 'numpy', 'nodejs']"
"this tsk involves improving gme development pp skills needed blender,unity,c",game development,"blndr,unity,c",e30939fb-9f03-ad83-3537-63aa60e81a32,"kotlin,pnds,aws,javascript",0,"['blndr', 'unity', 'c']","['kotlin', 'pnds', 'aws', 'javascript']"
"this task involves testing a game development app skills needed unity,c,blender",game development,"unity,c,blndr",c1aef923-3281-1071-b29d-d95392997d24,"jv,flutter,blender,css",0,"['unity', 'c', 'blndr']","['jv', 'flutter', 'blender', 'css']"
"this task involves improving a game development app skills needed c,c,unity",game development,"c,c,unity",a51e924b-d331-960b-5ae1-964533c442a4,"python,sql,jv,fluttr,html",0,"['c', 'c', 'unity']","['python', 'sql', 'jv', 'fluttr', 'html']"
"this task involves designing a cybersecurity app skills needed networking,firewlls,siem,encryption",cybersecurity,"ntworking,firewlls,siem,encryption",e97a0f49-51f2-7257-249d-1281b9f3e81f,"penetration testing,kubrnts,encryption,blndr,siem",1,"['ntworking', 'firewlls', 'siem', 'encryption']","['penetration testing', 'kubrnts', 'encryption', 'blndr', 'siem']"
"this task involves designing a game development app skills needed unity,unreal engine",game development,"unity,unreal engine",4656648e-143c-3386-d596-747ec733c1fc,"unity,scikitlearn,unrel engine",1,"['unity', 'unreal engine']","['unity', 'scikitlearn', 'unrel engine']"
"this task involves testing a cybersecurity app skills needed encryption,siem,networking,firewalls",cybersecurity,"encryption,siem,networking,firwalls",eafda228-0851-e652-c6be-5b66c4bd0914,"flutter,encryption,html,ract nativ,c",0,"['encryption', 'siem', 'networking', 'firwalls']","['flutter', 'encryption', 'html', 'ract nativ', 'c']"
"this tsk involves developing dt science pp skills needed pandas,sql,numpy,scikitlern",data science,"pandas,sql,numpy,scikitlrn",848f6314-4230-e92d-ff31-71e609969b00,"jvscript,unity,sql",0,"['pandas', 'sql', 'numpy', 'scikitlrn']","['jvscript', 'unity', 'sql']"
