experience_level,total_tasks_completed,missed_deadlines,average_task_duration,task_quality_score,performance_score,deadline_adherence,task_efficiency,completion_rate,productivity
2,135,7,3.3,86,78.29,65,0.91,0.9507042186570126,24.775928122576694
3,124,7,2.5,85,77.79,65,0.9,0.9465648782704972,32.1832058611969
2,107,3,3.1,80,77.37,85,0.95,0.9727272638842976,25.102639067981873
2,129,7,2.9,81,77.24,65,0.9,0.948529404790225,26.493407513106288
1,81,5,2.6,80,73.59,75,0.89,0.9418604541644133,28.98032166659733
2,147,6,2.4,85,81.17,70,0.92,0.9607843074458542,34.027777555374
2,103,3,2.6,80,77.48,85,0.94,0.971698104040584,29.898403201248733
2,127,6,2.9,89,79.08,70,0.91,0.9548872108655098,29.305159230010474
3,124,3,2.5,83,80.4,85,0.95,0.9763779450678902,32.41574777625395
3,137,5,2.3,82,80.42,75,0.93,0.9647887256000794,34.39681543443762
3,115,7,2.2,88,77.63,65,0.89,0.9426229430932546,37.70491772373018
2,81,3,3.3,82,74.62,85,0.93,0.9642857028061226,23.9610386757885
2,97,3,2.7,80,76.71,85,0.94,0.9699999903000002,28.740740453333338
2,128,3,2.9,79,79.74,85,0.96,0.9770992291824486,26.617530726004638
1,87,5,2.7,83,74.64,75,0.9,0.9456521636342157,29.07004799319996
1,137,6,3.3,86,79.24,70,0.92,0.958041951342364,24.96715388346767
2,94,5,2.8,76,74.14,75,0.9,0.9494949399040915,25.772005511682487
3,96,3,2.7,81,76.77,85,0.94,0.969696959902051,29.090908797061527
2,102,3,3.4,80,76.49,85,0.94,0.9714285621768709,22.857142639455788
2,145,7,3.1,81,78.78,65,0.91,0.9539473621450831,24.925721397984432
3,149,5,2.2,86,82.51,75,0.94,0.9675324612497892,37.82172348521903
1,106,5,2.3,78,76.34,75,0.91,0.9549549463517573,32.38542861540742
2,116,4,3.2,83,78.01,80,0.94,0.9666666586111112,25.072916457725693
2,128,6,3.3,81,77.43,70,0.91,0.9552238734684786,23.446404166953567
1,143,4,2.8,76,80.27,80,0.95,0.9727891090286456,26.404275816491808
3,113,4,2.8,87,78.78,80,0.93,0.9658119575571628,30.009157252668984
1,97,6,2.9,78,73.96,70,0.89,0.9417475636723538,25.329762057394344
2,143,7,2.7,79,78.67,65,0.91,0.9533333269777778,27.89382697453498
2,123,7,3.0,76,75.65,65,0.9,0.9461538388757397,23.96923058485207
1,96,6,2.2,84,75.61,70,0.89,0.9411764613610151,35.9358285246933
1,138,6,3.4,82,78.58,70,0.92,0.9583333266782408,23.112744937534043
1,92,5,3.1,75,73.43,75,0.9,0.9484535984695506,22.946458027489125
1,131,5,2.9,89,80.25,75,0.93,0.9632352870350347,29.56135880900624
2,139,5,2.5,77,79.59,75,0.93,0.9652777710744599,29.73055534909336
2,121,5,2.2,89,79.92,75,0.92,0.9603174526958933,38.84920604087932
2,143,3,2.6,88,83.2,85,0.96,0.9794520480859449,33.150684704447364
2,145,3,3.0,75,80.84,85,0.96,0.9797297231099343,24.49324307774836
3,113,7,3.0,89,76.69,65,0.89,0.9416666588194446,27.93611087831019
3,143,3,2.6,79,81.72,85,0.96,0.9794520480859449,29.760273768765245
2,112,3,2.9,82,78.47,85,0.95,0.9739130350094519,27.53823064509485
3,91,5,3.2,81,74.2,75,0.9,0.9479166567925349,23.99414037506104
2,98,5,2.0,83,76.62,75,0.91,0.9514563014421719,39.48543650985013
2,88,6,2.7,76,72.86,70,0.88,0.9361702028067,26.35145756048489
2,96,5,3.1,86,75.68,75,0.91,0.9504950400941086,26.36857208003011
2,129,6,2.8,82,78.25,70,0.91,0.9555555484773663,27.98412677683716
2,118,6,3.0,82,76.82,70,0.91,0.951612895551509,26.010752478407912
2,120,3,2.8,88,80.45,85,0.95,0.9756097481657744,30.662020656638628
3,89,5,3.5,80,73.48,75,0.9,0.9468085005658671,21.641337155791245
3,91,3,2.1,77,76.22,85,0.94,0.9680850960842011,35.49645352308737
2,94,5,2.7,76,74.25,75,0.9,0.9494949399040915,26.72652423433739
2,107,3,2.1,88,79.79,85,0.95,0.9727272638842976,40.76190439134199
2,83,3,2.2,82,76.05,85,0.93,0.9651162678474853,35.97251543795172
1,115,3,2.6,80,78.8,85,0.95,0.9745762629273198,29.986961936225224
2,144,7,2.2,78,79.17,65,0.91,0.9536423777904478,33.81095703075224
2,126,3,3.4,79,78.97,85,0.95,0.9767441784748514,22.694938264562722
1,118,4,3.4,79,77.35,80,0.94,0.967213106826122,22.47348101154813
3,117,4,2.5,87,79.55,80,0.94,0.9669421407690733,33.64958649876375
2,123,4,3.0,83,79.0,80,0.94,0.9685039293818588,26.79527537956476
2,130,6,2.8,87,79.19,70,0.92,0.9558823459126299,29.70063003371386
1,105,3,3.2,87,78.2,85,0.95,0.9722222132201647,26.432291421923225
1,115,4,2.9,83,78.23,80,0.93,0.9663865465009535,27.658649434337633
3,148,6,2.0,82,81.22,70,0.92,0.9610389547984484,39.40259714673638
2,80,4,3.1,82,74.0,80,0.91,0.952380941043084,25.19201198888158
3,132,5,3.1,86,79.65,75,0.93,0.9635036426021633,26.729455891543886
3,85,7,2.8,76,71.69,65,0.86,0.923913033435728,25.077639478969758
2,116,3,3.4,88,79.35,85,0.95,0.9747899077748747,25.22985643652617
2,81,7,3.4,77,70.75,65,0.85,0.9204545349948349,20.845587998412437
3,148,7,2.8,88,80.6,65,0.91,0.9548387035171697,30.00921639625391
3,120,5,2.9,82,77.89,75,0.92,0.9599999923200001,27.14482736904828
2,130,5,3.5,87,79.15,75,0.93,0.9629629558299041,23.936507759200474
2,126,5,2.4,79,78.6,75,0.93,0.9618320537264728,31.66030510182973
2,92,6,2.5,81,74.35,70,0.88,0.9387755006247398,30.41632622024157
2,148,4,2.3,88,83.35,80,0.95,0.9736842041204987,37.25400433156691
2,145,3,3.3,82,81.66,85,0.96,0.9797297231099343,24.344799180307458
3,138,5,3.1,80,79.32,75,0.93,0.9650349582864688,24.904127955779842
2,147,3,2.2,89,84.25,85,0.96,0.9799999934666668,39.645454281151515
1,138,3,3.5,79,80.18,85,0.96,0.9787233973140185,22.091185253659273
2,89,3,3.1,82,75.72,85,0.94,0.9673912938327034,25.589060030413442
1,92,5,3.3,75,73.21,75,0.9,0.9484535984695506,21.555763601580693
2,81,5,2.1,75,73.32,75,0.89,0.9418604541644133,33.637873363014755
3,94,4,2.8,75,74.71,80,0.92,0.9591836636817994,25.692419562905346
1,125,5,3.0,77,77.5,75,0.93,0.9615384541420119,24.67948698964497
2,136,5,2.8,84,80.09,75,0.93,0.9645390002514964,28.936170007544895
2,89,3,3.0,87,76.66,85,0.94,0.9673912938327034,28.054347521148397
2,101,4,3.2,86,76.86,80,0.93,0.9619047527437643,25.851190229988664
2,87,7,2.6,80,72.79,65,0.86,0.9255319050475329,28.477904770693318
2,100,5,3.3,80,74.91,75,0.91,0.9523809433106577,23.088022868137156
1,101,5,2.2,79,76.07,75,0.91,0.9528301796902814,34.21526554342373
2,124,7,2.4,87,78.23,65,0.9,0.9465648782704972,34.31297683730552
2,119,3,2.1,87,80.95,85,0.95,0.9754098280704112,40.409835734345606
2,101,4,2.5,88,77.96,80,0.93,0.9619047527437643,33.8590472965805
3,109,3,2.6,81,78.31,85,0.95,0.9732142770248725,30.319367861159492
2,141,6,3.2,79,78.64,70,0.92,0.9591836669443288,23.679846777688116
1,124,5,3.0,88,79.21,75,0.93,0.9612403026260442,28.196382210363964
2,114,6,2.7,76,75.72,70,0.9,0.9499999920833334,26.740740517901234
2,121,5,3.0,78,77.22,75,0.92,0.9603174526958933,24.968253770093227
2,84,6,2.1,75,72.91,70,0.87,0.9333333229629631,33.33333296296296
2,106,7,2.3,81,75.37,65,0.88,0.938053089043778,33.03578270110697
2,149,5,2.9,78,80.42,75,0.94,0.9675324612497892,26.023286888787435
2,141,5,3.0,87,80.91,75,0.93,0.9657534180427848,28.00684912324076
3,111,6,3.2,78,75.17,70,0.9,0.9487179406092484,23.12499980235043
2,87,4,2.6,87,76.14,80,0.92,0.9560439455379787,31.990701254540053
2,97,6,3.1,78,73.74,70,0.89,0.9417475636723538,23.695583860143095
2,94,5,3.0,77,74.09,75,0.9,0.9494949399040915,24.370370124205014
3,105,5,3.4,82,75.68,75,0.91,0.9545454458677687,23.021390165046185
3,132,4,2.3,78,79.94,80,0.94,0.9705882281574395,32.915600780991426
1,123,3,2.8,82,79.79,85,0.95,0.9761904684429328,28.588435147257318
1,111,4,2.9,83,77.79,80,0.93,0.9652173829111532,27.625187166077836
2,107,3,3.5,75,76.11,85,0.95,0.9727272638842976,20.84415565466352
1,118,5,2.3,89,79.48,75,0.92,0.9593495856963449,37.12265788129334
2,111,7,2.8,78,74.88,65,0.89,0.9406779581298478,26.20460026218862
1,97,7,2.5,80,74.0,65,0.87,0.9326922987241125,29.846153559171604
2,149,6,2.8,82,80.45,70,0.93,0.9612903163787722,28.152073551092617
3,90,4,2.3,88,76.97,80,0.92,0.9574467983250341,36.63274706634913
3,111,4,2.1,80,78.18,80,0.93,0.9652173829111532,36.77018601566298
2,99,7,2.9,86,74.77,65,0.88,0.9339622553399788,27.69681171008213
2,119,3,2.5,80,79.35,85,0.95,0.9754098280704112,31.213114498253155
3,87,4,2.3,84,75.98,80,0.92,0.9560439455379787,34.91638757616966
1,114,3,2.5,78,78.47,85,0.95,0.9743589660311199,30.399999740170944
2,148,3,2.1,83,83.48,85,0.96,0.9801324438401825,38.73856801844531
2,100,3,3.4,81,76.44,85,0.94,0.970873776981808,23.12963998103719
2,103,3,2.9,88,78.47,85,0.94,0.971698104040584,29.486011432955653
2,96,6,3.2,85,74.68,70,0.89,0.9411764613610151,24.999999754901964
1,97,6,2.6,80,74.62,70,0.89,0.9417475636723538,28.976848112995498
2,91,7,3.4,75,71.52,65,0.87,0.92857141909621,20.48319306829875
2,95,6,2.7,76,73.63,70,0.89,0.9405940500931282,26.475980669288056
2,83,4,2.9,86,75.21,80,0.91,0.9540229775399658,28.29171588566795
1,113,6,2.7,80,76.27,70,0.9,0.9495798239531107,28.135698487499575
3,125,4,3.1,85,79.44,80,0.94,0.9689922405504477,26.56914207960905
2,110,4,2.8,89,78.78,80,0.93,0.9649122722376117,30.67042579612409
2,104,3,2.4,75,76.99,85,0.95,0.9719626077386673,30.373831491833357
2,103,7,2.2,89,76.47,65,0.88,0.9363636278512397,37.880164944891064
2,144,3,2.9,89,83.15,85,0.96,0.9795918300708039,30.06333547458674
1,104,3,2.7,85,78.31,85,0.95,0.9719626077386673,30.598822836217302
2,107,6,2.1,79,76.11,70,0.9,0.9469026464875873,35.621575748818756
1,115,6,2.6,75,75.78,70,0.91,0.9504132152858412,27.415765825553112
1,85,4,2.8,87,75.7,80,0.91,0.9550561690443128,29.67495953816258
2,145,6,3.2,77,78.75,70,0.92,0.9602648943028815,23.106374019163084
2,146,6,2.1,86,81.55,70,0.92,0.9605263094702217,39.33583934020907
2,127,5,2.5,86,79.76,75,0.93,0.9621212048324151,33.09696944623508
2,149,4,3.2,86,82.14,80,0.95,0.9738562027852536,26.172385449853692
2,146,4,3.0,81,81.21,80,0.95,0.9733333268444445,26.2799998248
2,127,5,2.4,79,78.71,75,0.93,0.9621212048324151,31.669822992400334
2,144,4,3.3,89,81.98,80,0.95,0.9729729663988314,26.240786063483636
2,123,7,2.7,86,77.63,65,0.9,0.9461538388757397,30.136751904930968
2,142,7,2.7,89,80.21,65,0.91,0.9530201278320797,31.41436717668707
2,125,5,3.5,84,78.11,75,0.93,0.9615384541420119,23.076922899408284
2,98,6,3.4,75,73.02,70,0.89,0.9423076832470415,20.78619889515533
2,143,7,2.5,75,78.23,65,0.91,0.9533333269777778,28.599999809333337
2,129,5,2.2,89,80.8,75,0.93,0.9626865599799511,38.94504719918893
3,142,7,2.5,82,79.28,65,0.91,0.9530201278320797,31.259060192892214
3,120,3,2.0,85,80.84,85,0.95,0.9756097481657744,41.46341429704541
1,86,5,2.0,88,76.12,75,0.9,0.945054934669726,41.58241712546794
1,88,4,2.6,87,76.25,80,0.92,0.9565217287334595,32.006688615311916
1,83,7,3.4,83,71.96,65,0.86,0.9222222119753087,22.5130716452796
2,128,4,3.3,81,78.89,80,0.94,0.9696969623507806,23.801652712246437
1,85,5,2.8,87,74.97,75,0.89,0.9444444339506174,29.3452377691799
2,100,7,2.8,77,73.5,65,0.88,0.9345794305179492,25.700934339243606
3,94,4,2.0,86,77.41,80,0.92,0.9591836636817994,41.244897538317375
2,146,6,2.3,80,80.34,70,0.92,0.9605263094702217,33.40961076418163
2,145,6,2.0,77,80.07,70,0.92,0.9602648943028815,36.970198430660936
2,135,3,3.1,84,81.11,85,0.96,0.9782608624763706,26.507713692908105
2,147,5,2.2,78,80.97,75,0.94,0.9671052567953602,34.288277286380946
3,111,4,3.3,86,77.85,80,0.93,0.9652173829111532,25.154149978896722
3,145,3,3.0,78,81.33,85,0.96,0.9797297231099343,25.47297280085829
3,108,5,2.3,77,76.4,75,0.92,0.9557522039313965,31.996921609877187
2,145,6,2.2,84,81.0,70,0.92,0.9602648943028815,36.664659600655476
2,113,4,2.9,80,77.52,80,0.93,0.9658119575571628,26.643088484335525
1,106,7,3.4,79,73.83,65,0.88,0.938053089043778,21.79593942189955
2,139,6,3.1,85,79.52,70,0.92,0.9586206830439953,26.284760664109548
2,118,7,2.5,83,76.8,65,0.89,0.943999992448,31.3407997492736
2,123,7,2.9,83,76.91,65,0.9,0.9461538388757397,27.079575388512552
2,115,4,2.5,77,77.68,80,0.93,0.9663865465009535,29.76470563222937
2,98,4,3.5,87,76.36,80,0.92,0.9607843043060362,23.882352707035757
1,124,7,3.1,83,76.8,65,0.9,0.9465648782704972,25.34351125691976
1,100,3,2.9,87,77.98,85,0.94,0.970873776981808,29.12621330945424
1,102,7,2.6,86,75.43,65,0.88,0.9357798079286256,30.952716723793
1,106,7,2.9,77,74.05,65,0.88,0.938053089043778,24.906926847024454
1,98,4,2.5,78,75.98,80,0.92,0.9607843043060362,29.97647029434833
2,120,5,2.0,75,77.72,75,0.92,0.9599999923200001,35.999999712000005
2,105,6,2.6,79,75.34,70,0.9,0.9459459374239105,28.742203483264973
3,107,4,3.4,86,77.3,80,0.93,0.963963955279604,24.382617692366455
2,143,3,2.9,83,82.05,85,0.96,0.9794520480859449,28.032593100390837
1,147,6,2.1,89,82.16,70,0.92,0.9607843074458542,40.71895398222906
2,130,4,3.3,76,78.29,80,0.94,0.9701492464914235,22.342831131317634
3,127,4,2.4,78,79.28,80,0.94,0.9694656414544608,31.507633347269977
2,89,5,2.4,84,75.35,75,0.9,0.9468085005658671,33.13829751980535
2,118,3,2.4,76,78.69,85,0.95,0.9752066035106892,30.88154244450516
2,98,3,2.9,88,77.92,85,0.94,0.9702970200960691,29.443495782225543
2,143,4,2.8,82,81.26,80,0.95,0.9727891090286456,28.488823907267477
2,98,5,2.7,83,75.85,75,0.91,0.9514563014421719,29.248471488777874
2,141,4,3.1,77,79.88,80,0.95,0.9724137863971463,24.153503726638792
3,92,7,2.5,87,74.6,65,0.87,0.9292929199061322,32.339393612733396
3,104,7,3.2,89,75.48,65,0.88,0.9369369284960637,26.05855832379677
2,121,5,2.3,83,78.82,75,0.92,0.9603174526958933,34.65493416250398
2,118,4,3.2,80,77.74,80,0.94,0.967213106826122,24.18032767065305
2,109,5,3.0,80,76.23,75,0.92,0.956140342489997,25.497075799733253
3,84,4,3.0,81,74.38,80,0.91,0.9545454436983473,25.772726979855378
1,97,4,2.7,86,76.97,80,0.92,0.9603960300950888,30.59039206969542
3,100,7,3.0,79,73.61,65,0.88,0.9345794305179492,24.610591670305997
1,129,6,2.1,80,78.69,70,0.91,0.9555555484773663,36.40211613247109
2,85,3,3.3,85,75.56,85,0.93,0.9659090799328514,24.879476301300716
3,129,3,2.1,75,80.07,85,0.96,0.9772727198691461,34.90259713818379
2,145,5,2.2,77,80.58,75,0.94,0.9666666602222223,33.833333107777776
2,80,3,2.9,86,75.61,85,0.93,0.9638554100740312,28.58329836771265
1,136,7,3.1,83,78.12,65,0.91,0.9510489443982592,25.463568511308228
2,109,6,2.1,86,77.48,70,0.9,0.9478260787145558,38.8157346521199
1,137,4,3.4,79,79.44,80,0.94,0.9716311987827575,22.576136677599365
2,131,4,3.5,79,78.67,80,0.94,0.9703703631824417,21.902645340403687
2,116,7,2.9,82,75.98,65,0.89,0.9430894232269152,26.6666664498645
3,127,3,2.7,85,80.84,85,0.95,0.9769230694082841,30.75498551840894
3,80,4,3.1,85,74.49,80,0.91,0.952380941043084,26.113670964084562
1,98,3,2.5,87,78.2,85,0.94,0.9702970200960691,33.7663362993432
2,125,7,2.7,76,76.2,65,0.9,0.9469696897956842,26.655443120174816
1,146,4,3.4,87,81.76,80,0.95,0.9733333268444445,24.905882186901962
1,81,5,3.4,81,72.88,75,0.89,0.9418604541644133,22.438440231563966
1,135,6,3.4,83,78.42,70,0.92,0.9574468017202354,23.372966041993983
3,96,3,2.4,81,77.1,85,0.94,0.969696959902051,32.72727239669422
3,101,3,2.3,86,78.58,85,0.94,0.9711538368158286,36.31270868093968
1,106,3,2.4,79,77.87,85,0.95,0.9724770552983757,32.0107030702382
1,134,3,2.7,87,81.94,85,0.96,0.9781021826415899,31.516625885117893
2,111,7,2.5,80,75.54,65,0.89,0.9406779581298478,30.10169466015513
2,139,7,2.6,78,78.18,65,0.91,0.9520547879996247,28.56164363998874
2,107,7,2.9,88,75.98,65,0.88,0.9385964829947677,28.4815484494964
2,107,7,3.1,86,75.43,65,0.88,0.9385964829947677,26.03848307662904
2,104,4,3.1,81,76.47,80,0.93,0.9629629540466393,25.16129008960574
2,105,7,3.2,75,73.28,65,0.88,0.9374999916294644,21.97265605381557
3,96,4,2.0,78,76.31,80,0.92,0.9599999904000002,37.43999962560001
2,86,5,2.1,77,74.2,75,0.9,0.945054934669726,34.65201427122328
2,135,7,3.2,87,78.56,65,0.91,0.9507042186570126,25.847270944737527
2,143,5,2.8,78,79.87,75,0.93,0.9662162096877284,26.916022984158147
3,99,7,2.9,75,72.95,65,0.88,0.9339622553399788,24.154196258792552
2,117,5,2.1,86,79.1,75,0.92,0.9590163855818329,39.27400436192268
2,137,6,2.4,87,80.4,70,0.92,0.958041951342364,34.7290207361607
3,95,5,3.0,76,74.03,75,0.9,0.9499999905000002,24.066666426
1,130,4,3.3,86,79.94,80,0.94,0.9701492464914235,25.282677332806795
1,106,3,3.4,85,77.76,85,0.95,0.9724770552983757,24.311926382459394
2,130,5,2.8,87,79.92,75,0.93,0.9629629558299041,29.920634699000594
3,95,3,2.8,83,76.88,85,0.94,0.9693877452103291,28.73542244730619
2,139,6,3.2,89,80.07,70,0.92,0.9586206830439953,26.661637747161116
3,119,6,2.8,81,76.99,70,0.91,0.9519999923840001,27.539999779680002
2,146,4,2.8,87,82.42,80,0.95,0.9733333268444445,30.2428569412381
1,81,4,3.4,80,73.45,80,0.91,0.9529411652595158,22.422145064929783
2,127,5,3.2,76,77.33,75,0.93,0.9621212048324151,22.85037861476986
2,131,7,3.4,75,75.92,65,0.9,0.9492753554400337,20.939897546471332
1,103,6,2.3,76,74.95,70,0.9,0.9449541197710631,31.22457091417426
1,81,3,2.8,81,75.01,85,0.93,0.9642857028061226,27.895407831177117
1,144,7,3.3,76,77.63,65,0.91,0.9536423777904478,21.962672943052738
2,99,6,2.2,77,74.79,70,0.89,0.9428571338775511,32.999999685714286
3,113,5,3.2,82,76.78,75,0.92,0.9576271105285838,24.53919470729496
2,120,6,2.3,81,77.65,70,0.91,0.9523809448223735,33.540372404614025
3,120,4,3.2,86,78.95,80,0.94,0.9677419276795006,26.00806430638658
1,102,3,2.9,85,77.87,85,0.94,0.9714285621768709,28.47290613277036
3,117,3,2.3,85,80.18,85,0.95,0.9749999918750001,36.03260839538044
3,123,4,2.7,88,80.16,80,0.94,0.9685039293818588,31.56605399466799
2,146,7,3.0,85,79.66,65,0.91,0.9542483597761545,27.037036860324378
3,141,4,3.0,83,80.99,80,0.95,0.9724137863971463,26.903448090321046
2,91,3,2.6,86,77.15,85,0.94,0.9680850960842011,32.0212762550928
3,109,5,3.3,78,75.57,75,0.92,0.956140342489997,22.59968082249084
3,144,7,2.8,81,79.0,65,0.91,0.9536423777904478,27.587511643223667
2,120,6,2.8,75,76.11,70,0.91,0.9523809448223735,25.51020387917072
2,99,5,2.1,85,76.95,75,0.91,0.9519230677699705,38.5302194097369
1,85,7,3.4,85,72.51,65,0.86,0.923913033435728,23.0978258358932
2,83,3,2.3,76,74.95,85,0.93,0.9651162678474853,31.890798415829952
2,89,3,2.8,81,75.89,85,0.94,0.9673912938327034,27.985248143017493
2,130,5,3.2,89,79.81,75,0.93,0.9629629558299041,26.782407209019205
2,117,7,2.3,76,75.76,65,0.89,0.9435483794875131,31.178120365674346
3,80,6,2.8,80,72.53,70,0.87,0.9302325473228774,26.57807278065364
1,87,6,2.4,87,74.9,70,0.88,0.9354838609087757,33.91128995794312
3,142,4,3.1,84,81.15,80,0.95,0.9726027330643648,26.354396637873112
3,112,5,2.8,86,77.78,75,0.92,0.9572649490832056,29.401709150412746
2,94,7,3.3,83,73.28,65,0.87,0.9306930600921479,23.40834060231766
1,110,5,3.3,85,76.84,75,0.92,0.9565217308128545,24.63768094517959
1,100,6,3.0,79,74.35,70,0.89,0.94339621751513,24.842767061231758
1,82,7,3.1,84,72.35,65,0.85,0.9213483042545134,24.965566953993267
2,145,3,2.8,81,82.05,85,0.96,0.9797297231099343,28.342181275680247
2,114,3,2.6,87,79.85,85,0.95,0.9743589660311199,32.60355001719516
3,120,7,3.0,75,75.15,65,0.9,0.9448818823237647,23.622047058094115
2,138,5,3.4,82,79.32,75,0.93,0.9650349582864688,23.27437252337954
2,95,5,2.6,83,75.63,75,0.9,0.9499999905000002,30.326922773653852
2,135,3,2.5,89,82.6,85,0.96,0.9782608624763706,34.82608670415879
3,124,3,2.6,87,80.95,85,0.95,0.9763779450678902,32.6711081618871
3,138,6,2.7,79,78.86,70,0.92,0.9583333266782408,28.04012326206704
3,129,7,2.1,80,77.96,65,0.9,0.948529404790225,36.13445351581809
2,91,5,2.7,87,75.74,75,0.9,0.9479166567925349,30.54398116331501
2,91,6,2.7,85,74.68,70,0.88,0.9381443202253164,29.534173044130327
3,112,5,2.9,82,77.0,75,0.92,0.9572649490832056,27.06749166373202
2,128,3,2.5,78,80.01,85,0.96,0.9770992291824486,30.485495950492396
2,100,7,2.9,76,73.23,65,0.88,0.9345794305179492,24.49242645495315
1,139,4,3.3,89,81.43,80,0.95,0.9720279652305737,26.215299668339714
1,131,7,3.4,84,77.41,65,0.9,0.9492753554400337,23.452685252047893
2,133,4,2.9,82,80.05,80,0.94,0.9708029126218766,27.450289253446165
1,118,6,2.1,76,76.82,70,0.91,0.951612895551509,34.43932383900699
2,128,4,3.5,79,78.34,80,0.94,0.9696969623507806,21.887445721631906
2,143,4,3.1,89,82.09,80,0.95,0.9727891090286456,27.928461517274016
2,105,6,2.5,87,76.77,70,0.9,0.9459459374239105,32.91891862235209
2,86,7,2.2,80,73.12,65,0.86,0.924731172852353,33.62658810372192
2,141,6,2.2,79,79.74,70,0.92,0.9591836669443288,34.443413494819076
1,103,3,2.3,80,77.81,85,0.94,0.971698104040584,33.798194923150746
1,119,3,2.1,80,79.79,85,0.95,0.9754098280704112,37.15846964077757
2,126,4,3.4,77,77.9,80,0.94,0.969230761775148,21.950226075496
2,87,6,2.8,85,74.12,70,0.88,0.9354838609087757,28.398617206159262
2,133,6,3.0,85,78.97,70,0.92,0.9568345254903992,27.11031155556131
1,88,6,3.2,77,72.47,70,0.88,0.9361702028067,22.526595505036216
3,82,7,3.2,83,72.07,65,0.85,0.9213483042545134,23.897471641601438
2,133,5,3.3,77,78.05,75,0.93,0.9637681089582021,22.48792254235805
1,100,5,3.5,77,74.2,75,0.91,0.9523809433106577,20.95238075283447
1,127,5,2.7,85,79.37,75,0.93,0.9621212048324151,30.289000892872323
3,126,7,3.4,88,77.52,65,0.9,0.9473684139295608,24.52012365464746
2,147,6,3.1,76,78.91,70,0.92,0.9607843074458542,23.554712053511263
2,142,5,2.1,81,81.02,75,0.93,0.9659863879864872,37.25947496519308
2,95,6,3.0,84,74.62,70,0.89,0.9405940500931282,26.33663340260759
2,84,4,3.0,84,74.88,80,0.91,0.9545454436983473,26.727272423553725
2,90,5,3.4,78,73.37,75,0.9,0.9473684110803325,21.73374590125469
2,108,4,2.6,75,76.47,80,0.93,0.9642857056760205,27.81593381757751
2,149,7,2.9,80,79.28,65,0.91,0.9551281990055884,26.34836411049899
1,127,3,2.0,79,80.62,85,0.95,0.9769230694082841,38.58846124162722
3,94,7,2.5,88,74.99,65,0.87,0.9306930600921479,32.760395715243604
2,113,7,2.1,85,77.02,65,0.89,0.9416666588194446,38.11507904745371
2,139,7,2.8,76,77.63,65,0.91,0.9520547879996247,25.84148710284696
3,141,5,3.2,80,79.54,75,0.93,0.9657534180427848,24.14383545106962
3,81,4,2.3,75,73.83,80,0.91,0.9529411652595158,31.074168432375515
3,98,5,2.8,77,74.75,75,0.91,0.9514563014421719,26.16504828965973
3,128,3,2.3,78,80.23,85,0.96,0.9770992291824486,33.136408641839566
3,107,7,2.2,87,76.58,65,0.88,0.9385964829947677,37.11722455479308
2,127,6,2.8,77,77.21,70,0.91,0.9548872108655098,26.25939829880152
3,116,3,2.1,89,80.95,85,0.95,0.9747899077748747,41.31252466283993
3,128,4,2.9,87,80.32,80,0.94,0.9696969623507806,29.09090887052342
2,127,3,2.0,80,80.78,85,0.95,0.9769230694082841,39.076922776331365
1,108,5,2.2,85,77.83,75,0.92,0.9557522039313965,36.926789697349406
3,139,6,2.8,78,78.69,70,0.92,0.9586206830439953,26.704433313368444
2,108,5,2.9,88,77.56,75,0.92,0.9557522039313965,29.00213584343548
3,137,7,2.0,75,78.12,65,0.91,0.9513888822820217,35.677083085575816
1,127,7,2.9,79,76.69,65,0.9,0.9477611869570061,25.818321989518445
1,102,3,3.3,79,76.44,85,0.94,0.9714285621768709,23.25541103393115
2,106,7,3.1,83,74.82,65,0.88,0.938053089043778,25.115614964720507
2,86,7,2.2,82,73.45,65,0.86,0.924731172852353,34.467252806314974
2,128,4,2.9,89,80.65,80,0.94,0.9696969623507806,29.759665396282582
2,133,4,3.0,82,79.94,80,0.94,0.9708029126218766,26.535279611664624
1,147,5,2.1,79,81.24,75,0.94,0.9671052567953602,36.38157870801593
1,121,5,3.3,82,77.56,75,0.92,0.9603174526958933,23.862433673049473
2,138,4,3.4,88,81.04,80,0.95,0.9718309790716129,25.153272399500572
1,123,3,3.3,84,79.57,85,0.95,0.9761904684429328,24.848484651274653
2,105,4,3.2,81,76.47,80,0.93,0.9633027434559381,24.383600693728432
2,102,5,3.1,75,74.53,75,0.91,0.9532710191283083,23.063008527297782
1,87,6,3.0,86,74.07,70,0.88,0.9354838609087757,26.817204012718236
2,132,7,3.0,81,77.46,65,0.9,0.9496402809378397,25.640287585321673
1,93,6,3.2,85,74.35,70,0.89,0.9393939299051118,24.952651263104535
1,86,6,3.0,82,73.3,70,0.88,0.9347825985349718,25.550724359955897
2,88,7,2.5,77,72.51,65,0.86,0.9263157797229918,28.530526015468148
3,82,4,2.6,83,74.93,80,0.91,0.9534883610059494,30.438282293651458
3,96,3,3.3,82,76.27,85,0.94,0.969696959902051,24.095500215747933
3,123,6,2.0,76,77.48,70,0.91,0.9534883647016406,36.23255785866234
2,125,3,3.0,80,79.46,85,0.95,0.9765624923706056,26.04166646321615
2,137,5,3.4,78,78.55,75,0.93,0.9647887256000794,22.133388410825354
2,107,6,3.1,77,74.68,70,0.9,0.9469026464875873,23.519839928885233
2,93,5,3.5,85,74.75,75,0.9,0.9489795821532696,23.046646995150834
3,88,4,3.0,80,74.66,80,0.92,0.9565217287334595,25.507246099558923
